"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","typeStatus","comments"
"11",NA,NA,"Botany","U.1661868","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Silva GP da",2001,2,21,"Brazil","Goiás",NA,"Cavalcante - GO. Estrada vicinal à esquerda cerca de 1,5 km após a balsa da COTERRA (rio Tocantins), margem esquerda do rio Macacão.",-48.084167,-13.557833,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661868",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"12",NA,"Cenargen","CEN","44050","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","J. C. Lopes",NA,"5770",NA,"Glocimar Pereira-Silva",2001,11,29,"Brazil","Go","MINACU","Margem direita do Rio Macacão.",-48.08056,-13.56417,"Área de influência da futura Hidrelétrica de Cana Brava. Influência direta (lago).","BRA:Cenargen:CEN:0000044050",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"13",NA,"USP","SPF","215432","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Lopes, JC","2016-01-01T00:00:00.000+0000","5770",NA,"Pereira-Silva, G",2001,11,29,"Brazil","Goiás","Minaçu",NA,-48.080556,-13.564167,NA,"BRA:USP:SPF:0000215432",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"14",NA,NA,"Botany","U.1661869","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Silva GP da",2001,11,29,"Brazil","Goiás",NA,"Minacu - GO. Margem direita do rio Macacão.",-48.075,-13.5585,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661869",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"15",NA,NA,"Botany","U.1661866","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Silva GP da; Pereira JB",2000,12,13,"Brazil","Goiás",NA,"Cavalcante - GO. Balsa da COTERRA (rio Tocantins) vila Veneno km 1.",-48.100667,-13.569333,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661866",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"16",NA,NA,"Botany","U.1661867","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Silva GP da; Pereira JB",2000,12,13,"Brazil","Goiás",NA,"Cavalcante - GO. Balsa da COTERRA (rio Tocantins) vila Veneno km 1.",-48.100667,-13.569333,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661867",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"17",NA,"Cenargen","CEN","40161","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","J. C. Lopes",NA,"4481",NA,"Glocimar Pereira-Silva",2000,12,13,"Brazil","Go","CAVALCANTE","Balsa da COTERRA (Rio Tocantins) vila Veneno km 1.",-48.10111,-13.57111,"Área de influência da futura Hidrelétrica de Cana Brava, influência direta (lago).","BRA:Cenargen:CEN:0000040161",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"18",NA,"USP","SPF","215439","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Lopes, JC","2016-01-01T00:00:00.000+0000","4481",NA,"Pereira-Silva, G",2000,12,13,"Brazil","Goiás","Cavalcante","Balsa da COTERRA (Rio Tocantins).",-48.101111,-13.571111,NA,"BRA:USP:SPF:0000215439",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"19",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA049304","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Mello-Silva, R.","2003-04-01T00:00:00.000+0000","17539",NA,"Souza, V.C.; Souza, J.P.; Duarte, A.R.; Miyagi, P.H.",1997,6,9,"Brazil","Mato Grosso","Tapurah","Beira da MT-010. Ca. 24km ENE de Tapurah. Savana arborizada alagável com predominância de buritirama",NA,NA,NA,"BRA:ESALQ:ESA:0ESA049304",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"20",NA,"MBM","MBM","287733","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Mello-Silva, R","2003-04-01T00:00:00.000+0000","17539",NA,"Souza, VC; Souza, JP; Duarte, AR; Miyagi, PH",1997,6,9,"Brazil","Mato Grosso","Tapurah","Beira da MT-010, Cerca de 24 km ENE de Tapurah.",0,0,"Árvore, ca. 10m de alt.; frutos imaturos verdes.; Savana arborizada alagável com predominância de buritirama.","BRA:MBM:MBM:0000287733",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"21","2014-07-22T13:34:55.000+0000","JBRJ","RB","RB00349112","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","R.Mello Silva",NA,"17539",NA,"V.C. Souza; J.P.Souza, A.R.Duarte, P.H.Miyagi",1997,6,9,"Brazil","Mato Grosso","Tapurah","Beira da MT 010 cerca de 24 km ENE de Tapurah.",-56.335,-12.634444,"Arvore ca 10m alt, frutos imaturos verdes","urn:catalog:JBRJ:RB:349112",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"22",NA,"MBM","MBM","202305","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Mello-Silva, R","1998-01-01T00:00:00.000+0000","65459",NA,"Hatschbach, G; Silva, JM; Deodato, F",1996,11,9,"Brazil","Mato Grosso","Pontes e Lacerda","Cataco",0,0,"Árvore, 4m, flor creme.; Margens de córrego.","BRA:MBM:MBM:0000202305",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"23",NA,"ASU","ASUPlants","223537","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.",NA,NA,NA,NA,"G. Hatschbach",1996,11,9,"Brazil","Mato Grosso",NA,"Cataco (Mun. Pontes e Lacerda) Mato Grosso",NA,NA,NA,NA,NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"24",NA,"USP","SPF","213781","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Lopes, JC","2016-01-01T00:00:00.000+0000","238",NA,"Nobrega, MGG",1994,12,17,"Brazil","Goiás","Serranópolis",NA,0,0,NA,"BRA:USP:SPF:0000213781",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"25","2014-07-07T22:41:19.000+0000","JBRJ","RB","RB00681629","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","A. Lobão",NA,"238",NA,"M.G. Nobrega",1994,12,17,"Brazil","Goiás","Serranópolis","Varzea próximo ao Rio Verde.",NA,NA,"Árvore 6, m. sépalas verdes e pétalas interna e externa carnosas de cor verde, estames amarelo claro e estipulas verde.","urn:catalog:JBRJ:RB:681629",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"26",NA,"F","Botany",NA,"Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","RRC ID Flag","2004-01-01T00:00:00.000+0000","6942","6942","J. AlbÃ¡n Castillo",1992,6,15,"Peru","Madre de Dios",NA,NA,-70.25,-12,NA,"061fbf83-bdb9-423f-88fd-84358eb6dec5",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"27",NA,"Instituto de Botânica, IBT","SP","268792","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Mello-Silva, R","2001-11-01T00:00:00.000+0000","2750",NA,"Macedo, M; Assumpção, S",1990,8,19,"Brazil","Mato Grosso","Paranatinga","M.E. Ribeirão Santiago",0,0,NA,"BRA:IBt:SP:0000268792",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"28",NA,NA,"Botany","U.1661442","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Cid Ferreira CA",1987,4,30,"Brazil","Rondônia",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661442",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"29",NA,"NY","NY","01147735","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens","2012-01-01T00:00:00.000+0000","5892",NA,"C. A. Cid Ferreira",1985,4,30,"Brazil","Amazonas",NA,"BR 230 Rodovia TransamazÃ´nica entre os Km 350 e 400 ao leste de HumaitÃ¡",-60.380929816734,-5.1239964303964,NA,"e580994e-1fe1-48b6-b596-03cbd2430763",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"30","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","127357","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.",NA,NA,"5892",NA,"Mike Hopkins",1985,4,30,"Brazil","Amazonas",NA,"BR 230 Rodovia Transamazônica entre os Km 350 e 400 ao leste de Humaitá",NA,NA,NA,"urn:catalog:inpa:herbarium:50119",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"31",NA,NA,"Botany","U.1661446","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Cid Ferreira CA",1985,4,30,"Brazil","Amazonas",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661446",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"32","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","137883","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Johnson, D.M.","1986-01-01T00:00:00.000+0000","6248",NA,"Mike Hopkins",1985,9,25,"Brazil","Mato Grosso",NA,"BR163 Estr. para Porto dos gaúchos a 25 km da BR., Estrada para Porto dos Gaúchos a 25 km da BR 163. Fazenda Missionária. Rio Teles Pires. Cachoeira Cachoeirão",-55.75,-11.666667,NA,"urn:catalog:inpa:herbarium:50459",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"33",NA,"NY","NY","00836784","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","D. M. Johnson","1986-01-01T00:00:00.000+0000","6076",NA,"C. A. Cid Ferreira",1985,9,17,"Brazil","Mato Grosso",NA,"BR 163, Rod. Cuiaba-Sinop a 145 km ao S de Sinop. Prox. a Lucas do Rio Verde",-55.92,-13.08,NA,"a2387149-6808-4334-90a4-22e4296b6357",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"34",NA,"F","Botany","V0222222F","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","RRC ID Flag","1986-01-01T00:00:00.000+0000","6076","6076","C. A. Cid Ferreira",1985,9,17,"Brazil","Mato Grosso",NA,NA,-57,-12,NA,"deb8c53b-294c-444a-9e43-d5e501ed2323",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"35",NA,NA,"Botany","U.1661444","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Cid Ferreira CA",1985,9,25,"Brazil","Mato Grosso",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661444",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"36","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","137711","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Johnson, D.M.","1986-01-01T00:00:00.000+0000","6076",NA,"Mike Hopkins",1985,9,17,"Brazil","Mato Grosso",NA,"BR163 Cuiabá-Sinop a 145 km ao S de Sinop., BR 163, Rodovia Cuiabá-Sinop a 145 km ao S de Sinop. Próximo a Lucas do Rio Verde",-55.92,-13.083333,NA,"urn:catalog:inpa:herbarium:50293",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"37",NA,"NY","NY","00836759","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","D. M. Johnson","1986-01-01T00:00:00.000+0000","6248",NA,"C. A. Cid Ferreira",1985,9,25,"Brazil","Mato Grosso",NA,"Estr. para Porto dos Gauchos a 25 km da BR 163. Faz. Missionaria. Rio Teles Pires. Cachoeira Cachoeirao",-55.75,-11.67,NA,"4266bb3a-139f-4436-90af-70238e8134f8",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"38",NA,NA,"Botany","U.1661445","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Cid Ferreira CA",1985,9,17,"Brazil","Mato Grosso",NA,"Brazil, Mato Grosso, Mun. de Nobres, BR 163, Rod. Cuiaba - Sinop a 145 km ao S de Sinop, Prox. a Lucas do rio Verde",-55.916667,-13.083333,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661445",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"39",NA,NA,"Botany","U.1661443","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Cid Ferreira CA",1985,10,14,"Brazil","Mato Grosso",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661443",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"40",NA,"NY","NY","00836663","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens","2012-01-01T00:00:00.000+0000","6451",NA,"C. A. Cid Ferreira",1985,10,14,"Brazil","Mato Grosso",NA,"BR 158, depois na Rod. para o Povoado de Vila Rica, a 73 km S do Povoado, estr. do Roncador",0,0,NA,"035a7f9d-a8ca-42e5-9174-aa6a17501dd9",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"41",NA,NA,"Botany","U.1661449","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Cid Ferreira CA",1984,6,22,"Brazil","Rondônia",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661449",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"42",NA,NA,"Botany","U.1661448","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Cid Ferreira CA",1984,6,23,"Brazil","Rondônia",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661448",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"43",NA,"NY","NY","1134885","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.",NA,NA,"4737",NA,"C. A. Cid Ferreira",1984,6,23,"Brazil","RondÃ´nia",NA,"BR 364, rodovia CuiabÃ¡-Porto Velho, km 234, ao Norte da cidade, morro da Torre da EMBRATEL.",-61.4485147193313,-11.4421821022813,NA,"3b33d111-20fc-446f-b2b7-ff8668dddf2b",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"44",NA,"NY","NY","1134884","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.",NA,NA,"4703",NA,"C. A. Cid Ferreira",1984,6,22,"Brazil","RondÃ´nia",NA,"BR 364, rodovia CuiabÃ¡-Porto Velho, km 230, linha 09, ao longo da rodovia",-61.4485147193313,-11.4421821022813,NA,"66c1dd50-8ed3-42fa-8a88-b7e53e991fc0",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"45","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","121099","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Oliveira, J. de","1990-09-01T00:00:00.000+0000","4726",NA,"Mike Hopkins",1984,6,23,"Brazil","Rondônia",NA,"BR364, Rod.Cuiabá-Porto Velho, km 234. EMBRATEL., BR 364, rodovia Cuiabá-Porto Velho, Km 234,",-62.03,-11.2,NA,"urn:catalog:inpa:herbarium:49045",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"46",NA,NA,"Botany","U.1661447","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Cid Ferreira CA",1984,6,23,"Brazil","Rondônia",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661447",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"47",NA,"NY","NY","01552636","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens","2012-01-01T00:00:00.000+0000","4726",NA,"C. A. Cid Ferreira",1984,6,23,"Brazil","Rondônia",NA,"BR 364, rodovia Cuiabá-Porto velho, km 234, ao Norte da cidade, morro da Torre da EMBRATEL",-62.03,-11.2,NA,"4b69ad93-a6ad-4571-bcaa-a07dc9794b6d",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"48","2013-02-20T15:36:00.000+0000","MO","MO","3400120","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P.J.M. Maas","1998-01-01T00:00:00.000+0000","Cid Ferreira 4703",NA,"C.A. Cid Ferreira|J.O. Guedes|J. Coelho",1984,NA,NA,"Brazil","Rondônia",NA,"Mun. de Cacoal, Br 364, rodovia Cuiaba Porto Velho, km 230, Linha 09, ao longo da rodovia. Campo cerrado, solo pedregoso.",-61,-11.2,NA,"urn:catalog:MO:Tropicos:3400120","http://www.tropicos.org/Specimen/3400120","Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"49",NA,"IEPA","HAMAB","4936","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Silva",NA,"4936",NA,"Silva, M.G. da",1980,2,24,"Brazil","Pará","Conceição do Araguaia","2 km, west of town along highway PA-287.",0,0,"µrvore de 5m; fruto jovem verde.","BRA:IEPA:HAMAB:0000004936",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"50","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","105507","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Oliveira, J. de","1987-09-01T00:00:00.000+0000","397",NA,"Mike Hopkins",1980,5,19,"Brazil","Amazonas",NA,"Humaitá, Campo I, 500 m ao Norte da BR 230, km 2.",-63.17,-7.516667,NA,"urn:catalog:inpa:herbarium:74548",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"51",NA,"NY","NY","00836785","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","M. G. da Silva","1979-01-01T00:00:00.000+0000","4936",NA,"M. G. da Silva",1979,6,18,"Brazil","Mato Grosso",NA,"Km-165 da Rod. Cuiabá-Santarém, entroncamento.",-56.221805,-14.558439,NA,"6a8c8dee-e2ac-48aa-842d-cd1297332b4a",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"52",NA,"NY","NY","00836758","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P. J. M. Maas","2001-10-01T00:00:00.000+0000","16192",NA,"J. M. Pires",1978,7,26,"Brazil","GoiÃ¡s",NA,"Rodovia BelÃ©m-BrasÃ­lia, perto do IgarapÃ© do Boi",0,0,NA,"0bdc391e-29da-487f-9c27-982dcf3640f6",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"53","2014-07-22T19:32:04.000+0000","JBRJ","RB","RB00524560","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P. J. M. Maas","2001-01-01T00:00:00.000+0000","3223",NA,"M. G. Silva; J. Maria",1977,6,28,"Brazil","Mato Grosso","Mato Grosso","Rio Juruena, Aripuanã, Fontanilha, beira de estrada.",NA,NA,"Árvore de 6 m, fina, fruto imaturo verde.","urn:catalog:JBRJ:RB:524560",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"54",NA,NA,"Botany","U.1661871","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Silva MG; Maria J",1977,6,28,"Brazil","Mato Grosso",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661871",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
